target_contrast_gene_name,culture_condition,n_cells_target,n_total_de_genes,ontarget_effect_size,offtarget_flag,crossdonor_correlation_mean,crossguide_correlation,has_crossdonor,has_crossguide,low_crossdonor,low_crossguide,low_cells
MOSMO,Rest,1119.0,197,-11.34662686225225,False,0.3491265826594482,,True,False,False,False,False
MOSPD1,Rest,342.0,154,-5.898896341029936,False,0.4856072513927355,,True,False,False,False,False
MOSPD2,Rest,1678.0,1078,-18.112003778035533,True,0.3245095624619532,-0.0124867547983529,True,True,False,True,False
MOSPD2,Stim48hr,1444.0,644,-19.322181653562424,True,0.2260847938004865,0.2817273557344972,True,True,False,False,False
MOSPD2,Stim8hr,1635.0,1756,-18.84098393736783,True,0.1988799121491589,-0.0534326296685157,True,True,True,True,False
MOV10,Rest,503.0,956,-12.340254386381549,False,0.0368842777499678,,True,False,True,False,False
MOV10,Stim48hr,639.0,1425,-16.083107319880774,False,0.1173607017785248,0.286061714576986,True,True,True,False,False
MOV10,Stim8hr,509.0,741,-10.469473577333993,False,0.1590537876013645,0.3476997876025828,True,True,True,False,False
MPG,Stim48hr,193.0,166,-11.7322816172389,False,0.5271946437286942,,True,False,False,False,True
MPG,Stim8hr,258.0,56,-11.098904331300217,False,0.1543686078358353,-0.1427040811306579,True,True,True,True,False
MPHOSPH9,Stim8hr,25.0,131,-4.07706173819513,False,,,False,False,False,False,True
MPI,Rest,226.0,244,-9.49741994922441,False,0.2675569883955823,0.5695650061995335,True,True,False,False,False
MPI,Stim48hr,127.0,147,-8.556110889368428,False,0.4747433922048571,0.2043697826863303,True,True,False,False,True
MPI,Stim8hr,211.0,2295,-8.64872831254815,False,0.6657864269191665,0.7243849627388663,True,True,False,False,False
MPP2,Rest,192.0,51,0.0,False,0.5361529602786702,,True,False,False,False,True
MPP2,Stim48hr,226.0,57,0.0,False,0.475480877379454,-0.0126193608302791,True,True,False,True,False
MPP2,Stim8hr,202.0,64,0.0,False,0.1360430864811862,-0.118944656580087,True,True,True,True,False
MRC2,Rest,892.0,137,-3.93138969768051,False,0.6900454944854838,-0.0880436758882431,True,True,False,True,False
MRC2,Stim48hr,794.0,1351,-8.407177299257771,False,0.5642588681716885,0.1507693930349165,True,True,False,True,False
MRC2,Stim8hr,866.0,585,-8.376980738205257,False,0.6200874592981657,0.1311774989010919,True,True,False,True,False
MRPL10,Rest,166.0,94,0.0,False,0.2303117534472304,0.0892525543856227,True,True,False,True,True
MRPL11,Rest,512.0,71,0.0,False,0.4549132788471037,,True,False,False,False,False
MRPL11,Stim48hr,322.0,1410,0.0,False,0.5631852722839542,0.8008008906165481,True,True,False,False,False
MRPL11,Stim8hr,466.0,266,0.0,False,0.605056319519501,-0.742135022745796,True,True,False,True,False
MRPL14,Stim48hr,49.0,580,0.0,False,,,False,False,False,False,True
MRPL16,Rest,197.0,124,0.0,False,0.2870604344102302,-0.4268313514683057,True,True,False,True,False
MRPL16,Stim48hr,114.0,360,0.0,False,0.6360642353108594,,True,False,False,False,True
MRPL16,Stim8hr,202.0,135,0.0,False,0.487921478918651,0.6281011525816954,True,True,False,False,False
MRPL17,Stim48hr,162.0,122,0.0,False,0.4727714052452454,,True,False,False,False,True
MRPL18,Stim48hr,241.0,664,0.0,False,0.541204647217676,0.7225214594755662,True,True,False,False,False
MRPL18,Stim8hr,358.0,121,0.0,False,0.6557255595620183,0.7599216947599706,True,True,False,False,False
MRPL19,Stim48hr,98.0,80,0.0,False,0.1815038353174235,,True,False,True,False,True
MRPL2,Rest,534.0,63,0.0,False,0.6209670984635469,0.486619374488565,True,True,False,False,False
MRPL2,Stim48hr,313.0,505,0.0,False,0.5984310583295676,0.5873805318898992,True,True,False,False,False
MRPL2,Stim8hr,460.0,387,0.0,False,0.4179290117059649,0.1284723337538814,True,True,False,True,False
MRPL21,Rest,306.0,63,0.0,False,0.0380505071106953,,True,False,True,False,False
MRPL21,Stim48hr,157.0,625,0.0,False,0.4879428347354269,,True,False,False,False,True
MRPL21,Stim8hr,338.0,271,0.0,False,0.3490964626492093,0.4718969269093246,True,True,False,False,False
MRPL3,Stim48hr,239.0,635,0.0,False,0.3514170398915769,0.5623725832727268,True,True,False,False,False
MRPL3,Stim8hr,386.0,102,0.0,False,0.3643771769672535,,True,False,False,False,False
MRPL32,Stim48hr,164.0,85,0.0,False,0.6530742158012531,,True,False,False,False,True
MRPL33,Stim48hr,389.0,561,0.0,False,0.5526093306411524,0.5413992723538485,True,True,False,False,False
MRPL34,Stim48hr,239.0,194,0.0,False,0.4756616559803222,,True,False,False,False,False
MRPL35,Stim48hr,50.0,69,0.0,False,,,False,False,False,False,True
MRPL35,Stim8hr,141.0,77,0.0,False,0.2757271855292446,-0.1014653893503576,True,True,False,True,True
MRPL37,Rest,241.0,100,0.0,False,0.3849473994383206,-0.0333300283221984,True,True,False,True,False
MRPL37,Stim48hr,128.0,1147,0.0,False,0.5162842214033807,,True,False,False,False,True
MRPL37,Stim8hr,256.0,222,0.0,False,0.4644435253339559,0.5661970751879264,True,True,False,False,False
MRPL39,Stim48hr,398.0,347,0.0,False,0.6001210845341755,0.7087643360855674,True,True,False,False,False
MRPL42,Rest,372.0,231,0.0,False,0.4853029297111486,,True,False,False,False,False
MRPL42,Stim48hr,175.0,975,0.0,False,0.6025035125753843,,True,False,False,False,True
MRPL42,Stim8hr,392.0,948,0.0,False,0.5775428434574693,0.5923475288519752,True,True,False,False,False
MRPL43,Stim48hr,152.0,437,0.0,False,0.3566538993279604,0.2383517050939551,True,True,False,False,True
MRPL43,Stim8hr,242.0,149,0.0,False,0.3881548388041435,0.1071736239984208,True,True,False,True,False
MRPL45,Rest,298.0,78,0.0,False,0.4196862415836242,-0.1636072721360532,True,True,False,True,False
MRPL45,Stim48hr,181.0,695,0.0,False,0.609407846458479,0.5487366585458886,True,True,False,False,True
MRPL45,Stim8hr,304.0,259,0.0,False,0.2223803177504156,0.1654967325021099,True,True,False,True,False
MRPL46,Rest,216.0,250,0.0,False,0.3925994245659311,,True,False,False,False,False
MRPL46,Stim48hr,78.0,671,0.0,False,0.5244029706818515,,True,False,False,False,True
MRPL46,Stim8hr,230.0,614,0.0,False,0.4573996088276231,0.8024160684187243,True,True,False,False,False
MRPL49,Stim48hr,177.0,126,0.0,False,0.4665830136023389,0.2467461059847787,True,True,False,False,True
MRPL49,Stim8hr,265.0,207,0.0,False,0.3879296340731672,0.7130755803211603,True,True,False,False,False
MRPL50,Stim48hr,475.0,391,0.0,False,0.3519450200257104,0.3104843175315842,True,True,False,False,False
MRPL52,Stim48hr,453.0,262,0.0,False,0.4983738831991542,,True,False,False,False,False
MRPL53,Stim48hr,180.0,59,0.0,False,0.432243079222131,0.1426977306125269,True,True,False,True,True
MRPL54,Stim48hr,283.0,61,0.0,False,0.3202980472454199,0.6254607460437137,True,True,False,False,False
MRPL58,Stim48hr,292.0,136,0.0,False,0.4537635464182869,0.9011265478826804,True,True,False,False,False
MRPL9,Stim48hr,634.0,162,0.0,False,0.5003995946036528,,True,False,False,False,False
MRPS10,Stim48hr,283.0,196,0.0,False,0.2186344052621667,,True,False,False,False,False
MRPS11,Stim48hr,200.0,1394,0.0,False,0.5482118722315482,0.5901941941932848,True,True,False,False,False
MRPS11,Stim8hr,393.0,631,0.0,False,0.3777823312484402,0.4331238527902785,True,True,False,False,False
MRPS12,Stim48hr,117.0,414,0.0,False,0.4902665083123108,,True,False,False,False,True
MRPS12,Stim8hr,187.0,65,0.0,False,0.3076237680073214,,True,False,False,False,True
MRPS14,Stim48hr,138.0,105,0.0,False,0.1336058699473045,,True,False,True,False,True
MRPS15,Rest,787.0,243,0.0,False,0.4448447869472138,-0.756470816226076,True,True,False,True,False
MRPS15,Stim48hr,367.0,975,0.0,False,0.5420922825319583,0.7394914274156841,True,True,False,False,False
MRPS15,Stim8hr,722.0,803,0.0,False,0.5436026340517027,0.7242361536601601,True,True,False,False,False
MRPS16,Rest,626.0,71,0.0,False,0.3683468602340076,0.4219939716436119,True,True,False,False,False
MRPS16,Stim48hr,300.0,729,0.0,False,0.5613784798094857,0.5069313239024084,True,True,False,False,False
MRPS16,Stim8hr,570.0,364,0.0,False,0.2662086437048443,0.2409372055648707,True,True,False,False,False
MRPS17,Rest,349.0,465,0.0,False,0.4242279816031718,0.3319524880781002,True,True,False,False,False
MRPS17,Stim48hr,169.0,1210,0.0,False,0.473674739815308,0.641327451060175,True,True,False,False,True
MRPS17,Stim8hr,348.0,625,0.0,False,0.3975222013099872,0.3612262745089837,True,True,False,False,False
MRPS18B,Rest,353.0,628,0.0,False,0.6749149575393298,0.6450008225934546,True,True,False,False,False
MRPS18B,Stim48hr,276.0,487,0.0,False,0.4302214201074322,,True,False,False,False,False
MRPS18B,Stim8hr,406.0,804,0.0,False,0.6332464065246693,0.596326130497372,True,True,False,False,False
MRPS18C,Stim48hr,163.0,53,0.0,False,0.6586890343516233,0.5423167555312749,True,True,False,False,True
MRPS18C,Stim8hr,271.0,63,0.0,False,0.8095676864059347,,True,False,False,False,False
MRPS2,Rest,201.0,221,0.0,False,0.1765133983182193,,True,False,True,False,False
MRPS2,Stim48hr,66.0,573,0.0,False,0.1402071217781606,,True,False,True,False,True
MRPS2,Stim8hr,337.0,1374,0.0,False,0.3608531460134909,0.3907839321414041,True,True,False,False,False
MRPS21,Rest,405.0,52,0.0,False,0.228663565601398,0.963939898071415,True,True,False,False,False
MRPS21,Stim48hr,168.0,683,0.0,False,0.4658287897294073,0.351235249922718,True,True,False,False,True
MRPS21,Stim8hr,359.0,348,0.0,False,0.2466314506926102,0.1098265245829097,True,True,False,True,False
MRPS22,Stim48hr,543.0,117,0.0,False,0.2798873432281231,0.8640198662651709,True,True,False,False,False
MRPS23,Rest,409.0,119,0.0,False,0.3472656644240414,-0.5995059552821856,True,True,False,True,False
MRPS23,Stim48hr,282.0,748,0.0,False,0.4079830544830714,0.6167196529621496,True,True,False,False,False
MRPS23,Stim8hr,455.0,347,0.0,False,0.2537746149581483,0.6281348503264508,True,True,False,False,False
MRPS24,Stim48hr,135.0,949,0.0,False,0.5286846043356873,,True,False,False,False,True
MRPS24,Stim8hr,245.0,163,0.0,False,0.4500879360513977,0.175251666747671,True,True,False,True,False
MRPS25,Rest,500.0,50,0.0,False,-0.1632321430088611,,True,False,True,False,False
MRPS25,Stim48hr,290.0,1271,0.0,False,0.4868850420444304,0.6846806386567013,True,True,False,False,False
MRPS25,Stim8hr,515.0,96,0.0,False,0.4127723036100632,0.3593043046852849,True,True,False,False,False
MRPS26,Rest,634.0,84,0.0,False,0.3038087177947167,0.8571254787048329,True,True,False,False,False
MRPS26,Stim48hr,382.0,223,0.0,False,0.4790232181918165,-0.0098536062202761,True,True,False,True,False
MRPS26,Stim8hr,564.0,128,0.0,False,0.3068241570164506,0.6019331718999298,True,True,False,False,False
MRPS27,Stim8hr,298.0,87,0.0,False,0.2475035179608811,0.9024948594156992,True,True,False,False,False
MRPS31,Stim48hr,152.0,326,0.0,False,0.3391306440732823,-0.1924221537060813,True,True,False,True,True
MRPS34,Stim48hr,119.0,244,0.0,False,0.3464609921306305,,True,False,False,False,True
MRPS35,Rest,356.0,84,0.0,False,0.3482872281635022,0.5035666184611508,True,True,False,False,False
MRPS35,Stim48hr,193.0,823,0.0,False,0.5541375388560466,0.7015197168199063,True,True,False,False,True
MRPS35,Stim8hr,352.0,354,0.0,False,0.3350298714371411,0.7761039759422935,True,True,False,False,False
MRPS5,Stim48hr,222.0,232,0.0,False,0.6299680729326681,0.5239953448709564,True,True,False,False,False
MRPS5,Stim8hr,314.0,75,0.0,False,0.0076206481176443,,True,False,True,False,False
MRPS6,Stim48hr,33.0,473,0.0,False,,,False,False,False,False,True
MRPS7,Stim48hr,263.0,359,0.0,False,0.5972170491361116,,True,False,False,False,False
MRPS9,Stim48hr,89.0,272,0.0,False,0.5085601459895696,,True,False,False,False,True
MRPS9,Stim8hr,221.0,410,0.0,False,0.4637328974701566,,True,False,False,False,False
MRRF,Stim48hr,375.0,297,-9.847058165395032,True,0.5284849360333397,0.8583267365483244,True,True,False,False,False
MRTO4,Rest,25.0,282,0.0,False,,,False,False,False,False,True
MSL2,Rest,593.0,321,-19.885025926215484,False,0.5094590183350212,0.1054233238838135,True,True,False,True,False
MSL2,Stim48hr,565.0,110,-20.84408830498405,False,0.5065765628470628,0.1295970928592923,True,True,False,True,False
MSL2,Stim8hr,543.0,86,-22.638456827098093,False,0.3754660713842339,0.2725884713663268,True,True,False,False,False
MTA2,Rest,266.0,1522,-16.970247711248568,False,0.6032549163561712,0.814646205443247,True,True,False,False,False
MTA2,Stim48hr,172.0,1172,-13.767211954804946,False,0.565835273294177,0.6159301212056385,True,True,False,False,True
MTA2,Stim8hr,205.0,1729,-14.935270973768338,False,0.5325590980925373,0.7100570840387815,True,True,False,False,False
MTA3,Stim48hr,346.0,57,-11.058740904287824,False,0.3445540514172636,0.0909917603476017,True,True,False,True,False
MTA3,Stim8hr,358.0,1053,-8.968521551341093,False,0.4713026760720735,-0.018914871159763,True,True,False,True,False
MTCH2,Stim48hr,231.0,693,-8.392552912392494,False,0.5033078191661811,0.5607216384978825,True,True,False,False,False
MTERF2,Rest,837.0,60,-8.09609690239171,False,0.1516479616987299,0.2325631660196876,True,True,True,False,False
MTERF3,Stim48hr,145.0,440,-6.7572530959614046,True,0.5000325387698722,,True,False,False,False,True
MTERF3,Stim8hr,277.0,117,-11.093996287877951,True,0.3309446373872978,,True,False,False,False,False
MTF1,Rest,41.0,212,-2.438477808269392,False,,,False,False,False,False,True
MTF1,Stim48hr,34.0,173,-2.5530539041925,False,,,False,False,False,False,True
MTF1,Stim8hr,38.0,255,-3.180276049349702,False,,,False,False,False,False,True
MTG1,Stim48hr,399.0,1894,-11.579052256831632,False,0.6021547432832436,0.7699492777511008,True,True,False,False,False
MTG2,Rest,203.0,75,-2.5907122898738035,False,0.3630170945745658,0.2918354243970197,True,True,False,False,False
MTHFD1,Stim48hr,44.0,1188,-6.721737590618488,False,,,False,False,False,False,True
MTHFD1,Stim8hr,92.0,92,-11.503057495862766,False,0.3271074445568125,0.6895424695942405,True,True,False,False,True
MTHFD1L,Stim48hr,233.0,716,-12.324419942726935,False,0.5395466333716076,0.5208228361807847,True,True,False,False,False
MTHFD2,Stim48hr,230.0,798,-25.236623636367337,False,0.4677794358721457,,True,False,False,False,False
MTIF2,Stim48hr,391.0,311,-16.709084538391323,False,0.524781255359023,,True,False,False,False,False
MTMR10,Rest,451.0,213,-9.285178749678378,False,0.5732954236120024,0.3181095716363656,True,True,False,False,False
MTMR10,Stim48hr,367.0,117,-7.957049374340321,False,0.553441753654524,0.1983717786422157,True,True,False,True,False
MTMR3,Rest,460.0,218,-11.172223280410938,False,0.1520191188005288,,True,False,True,False,False
MTMR3,Stim8hr,453.0,1100,-9.82290059490862,False,-0.0386323212792005,,True,False,True,False,False
MTOR,Stim8hr,46.0,187,-2.43352633768225,False,,,False,False,False,False,True
MTPAP,Stim48hr,87.0,784,-5.2157584242184925,False,0.413106115299257,,True,False,False,False,True
MTRR,Stim48hr,454.0,107,-10.769548248858264,False,0.7060664297199938,,True,False,False,False,False
MTX2,Stim48hr,109.0,170,-7.97053469845605,False,0.3403097076974696,0.5689123753858023,True,True,False,False,True
MVB12B,Rest,372.0,574,-3.6781292877899534,False,0.0893864329598804,,True,False,True,False,False
MVB12B,Stim8hr,414.0,309,-2.333921099383407,False,0.3035603122686141,-0.0741216219859025,True,True,False,True,False
MYB,Rest,1242.0,1325,-4.389690084945521,False,0.5494420148174585,0.5841293237291754,True,True,False,False,False
MYB,Stim48hr,1166.0,1222,-11.581177079260048,False,0.5357700095130379,0.4155886932946679,True,True,False,False,False
MYB,Stim8hr,1088.0,1025,-12.612876117461528,False,0.5102290116963432,0.436081418109165,True,True,False,False,False
MYC,Stim8hr,267.0,676,-5.663612564916637,False,0.5392380198531139,,True,False,False,False,False
MYCN,Rest,924.0,106,0.0,False,0.0707593492412439,-0.3057191345434585,True,True,True,True,False
MYCN,Stim8hr,967.0,443,0.0,False,0.2663996571521234,-0.215398153632113,True,True,False,True,False
MYH9,Rest,477.0,119,-11.936664141717367,False,-0.2586009420709431,0.1147418778590195,True,True,True,True,False
MYH9,Stim8hr,534.0,57,-13.49562714610768,False,-0.2660038478455808,-0.3100608467252999,True,True,True,True,False
MYO18A,Rest,1080.0,94,-2.9425500737713217,False,,,False,False,False,False,False
MYO18A,Stim8hr,1093.0,72,-5.229241864328999,False,,,False,False,False,False,False
MYO9A,Rest,1022.0,488,-10.91611339543438,False,0.4742866771835061,0.4474132865493762,True,True,False,False,False
MYO9A,Stim48hr,921.0,527,-11.407991518515193,False,0.2321011590420028,0.2657960872607579,True,True,False,False,False
MYO9A,Stim8hr,891.0,365,-13.600624270295931,False,0.6582268025688699,0.4078227122596768,True,True,False,False,False
MYT1L,Rest,1476.0,67,0.0,False,-0.1975883132038397,-0.799559787056139,True,True,True,True,False
N6AMT1,Rest,172.0,350,-2.358217050882849,False,0.218036296561783,,True,False,False,False,True
N6AMT1,Stim48hr,201.0,511,-3.673014888117712,False,0.6393434229897516,0.6416484952853065,True,True,False,False,False
N6AMT1,Stim8hr,243.0,270,-3.827522421009619,False,0.1235747251157792,0.6307449467414469,True,True,True,False,False
NAA20,Rest,59.0,362,-5.420801297025149,False,0.3571450226659538,,True,False,False,False,True
NAA20,Stim48hr,46.0,241,-5.330015708096988,False,,,False,False,False,False,True
NAA20,Stim8hr,87.0,563,-9.035450431259394,False,0.311088748445524,,True,False,False,False,True
NAA25,Rest,57.0,515,-1.8422191508628687,False,0.5827658805875107,,True,False,False,False,True
NAA25,Stim48hr,35.0,149,-2.0755691670559533,False,,,False,False,False,False,True
NAA25,Stim8hr,55.0,410,-3.3770663763298385,False,0.264962333554709,,True,False,False,False,True
NAA30,Rest,94.0,1311,-6.934639124872205,False,0.4244103650338851,,True,False,False,False,True
NAA30,Stim48hr,79.0,649,-5.880956832808888,False,0.3545582878369521,,True,False,False,False,True
NAA30,Stim8hr,126.0,2085,-9.591190831527488,False,0.4141171244582296,,True,False,False,False,True
NAA40,Rest,702.0,89,-10.76649925842774,False,0.213869224179039,,True,False,False,False,False
NAA40,Stim48hr,745.0,237,-9.033655992592989,False,0.3771603221999068,0.2093776425934442,True,True,False,False,False
