reactome_version,pathway_id,pathway_name,pathway_size_bg,expression_artifact_flag,n_rows_used
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-168176,Toll Like Receptor 5 (TLR5) Cascade,77,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-168179,Toll Like Receptor TLR1:TLR2 Cascade,85,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-168181,Toll Like Receptor 7/8 (TLR7/8) Cascade,83,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-168188,Toll Like Receptor TLR6:TLR2 Cascade,85,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-168249,Innate Immune System,670,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-168255,Influenza Infection,50,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-168256,Immune System,1542,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-168271,Transport of Ribonucleoproteins into the Host Nucleus,25,False,5
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-168273,Influenza Viral RNA Transcription and Replication,35,False,6
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-168274,Export of Viral Ribonucleoproteins from Nucleus,25,False,5
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-168276,NS1 Mediated Effects on Host Pathways,33,False,9
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-168325,Viral Messenger RNA Synthesis,31,False,6
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-168333,NEP/NS2 Interacts with the Cellular Export Machinery,25,False,5
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-168638,NOD1/2 Signaling Pathway,30,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",46,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-168799,Neurotoxicity of clostridium toxins,5,False,1
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-168898,Toll-like Receptor Cascades,127,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-168927,"TICAM1, RIP1-mediated IKK complex recruitment",15,False,5
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-168928,DDX58/IFIH1-mediated induction of interferon-alpha/beta,60,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-169893,Prolonged ERK activation events,13,False,5
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-169911,Regulation of Apoptosis,32,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-170660,Adenylate cyclase activating pathway,5,False,1
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-170670,Adenylate cyclase inhibitory pathway,8,False,5
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-170822,Regulation of Glucokinase by Glucokinase Regulatory Protein,24,False,5
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-170834,Signaling by TGF-beta Receptor Complex,78,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-170968,Frs2-mediated activation,11,False,5
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-170984,ARMS-mediated activation,6,False,4
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-171007,p38MAPK events,13,False,8
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-171306,Packaging Of Telomere Ends,12,False,4
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-171319,Telomere Extension By Telomerase,17,False,8
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-174048,APC/C:Cdc20 mediated degradation of Cyclin B,19,False,9
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-174084,Autodegradation of Cdh1 by Cdh1:APC/C,43,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-174113,SCF-beta-TrCP mediated degradation of Emi1,32,False,9
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-174143,APC/C-mediated degradation of cell cycle proteins,61,True,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-174154,APC/C:Cdc20 mediated degradation of Securin,44,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-174178,APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1,50,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-174184,Cdc20:Phospho-APC/C mediated degradation of Cyclin A,48,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-174362,Transport and metabolism of PAPS,5,False,3
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-174403,Glutathione synthesis and recycling,9,False,4
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-174411,Polymerase switching on the C-strand of the telomere,21,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-174414,Processive synthesis on the C-strand of the telomere,16,False,9
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-174417,Telomere C-strand (Lagging Strand) Synthesis,29,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-174430,Telomere C-strand synthesis initiation,10,False,4
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-174437,Removal of the Flap Intermediate from the C-strand,14,False,9
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-174490,Membrane binding and targetting of GAG proteins,9,False,4
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-174495,"Synthesis And Processing Of GAG, GAGPOL Polyproteins",9,True,4
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-174824,"Plasma lipoprotein assembly, remodeling, and clearance",39,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-175474,Assembly Of The HIV Virion,11,False,4
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-176033,Interactions of Vpr with host cellular proteins,31,False,5
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-176187,Activation of ATR in response to replication stress,35,False,9
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-176407,Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase,17,False,9
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-176408,Regulation of APC/C activators between G1/S and early anaphase,54,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-176409,APC/C:Cdc20 mediated degradation of mitotic proteins,51,True,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-176412,Phosphorylation of the APC/C,17,False,9
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-176417,Phosphorylation of Emi1,6,False,5
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-176814,Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins,52,True,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-176974,Unwinding of DNA,10,False,4
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-177243,Interactions of Rev with host cellular proteins,27,False,6
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-177504,Retrograde neurotrophin signalling,9,False,3
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-177929,Signaling by EGFR,37,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-1793185,Chondroitin sulfate/dermatan sulfate metabolism,21,False,7
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-179409,APC-Cdc20 mediated degradation of Nek2A,20,False,9
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-179419,APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint,49,True,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-179812,GRB2 events in EGFR signaling,7,False,5
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-1799339,SRP-dependent cotranslational protein targeting to membrane,20,True,9
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-180024,DARPP-32 events,21,False,6
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-180292,GAB1 signalosome,11,False,4
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-180336,SHC1 events in EGFR signaling,8,False,5
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-180534,Vpu mediated degradation of CD4,30,False,8
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-180585,Vif-mediated degradation of APOBEC3G,33,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-180746,Nuclear import of Rev protein,25,False,5
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-180786,Extension of Telomeres,42,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-180910,Vpr-mediated nuclear import of PICs,28,False,5
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-1810476,RIP-mediated NFkB activation via ZBP1,15,False,7
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-181429,Serotonin Neurotransmitter Release Cycle,5,False,3
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-181430,Norepinephrine Neurotransmitter Release Cycle,5,False,3
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-181438,Toll Like Receptor 2 (TLR2) Cascade,85,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-182218,Nef Mediated CD8 Down-regulation,6,False,3
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-182971,EGFR downregulation,18,False,7
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-1834941,STING mediated induction of host immune responses,9,False,4
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-1834949,Cytosolic sensors of pathogen-associated DNA,42,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-1839117,Signaling by cytosolic FGFR1 fusion mutants,18,False,8
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-1839124,FGFR1 mutant receptor activation,22,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-1839126,FGFR2 mutant receptor activation,8,False,5
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-1852241,Organelle biogenesis and maintenance,258,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-1855167,Synthesis of pyrophosphates in the cytosol,6,False,2
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-1855170,IPs transport between nucleus and cytosol,24,False,5
